int_编号	string_名称	string_字	int_阵营	int_头像	int_头像2	int_武力	int_统御	int_智力	int_旧武力	int_旧统御	int_旧智力	int_耐久	int_策略	int_兵种	int_等级	int_经验	int_道具1	int_道具2	int_道具3	int_道具4	int_道具5	int_道具6	int_道具7	int_道具8	int_道具9	int_道具10	int_道具11	int_道具12	int_道具13	int_道具14	int_道具15	int_rowInYJZ	string_列传
221	張衛		5	561	561	72	62	35	17	15	7	46	18	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	385	五斗米道教祖張魯弟弟。[n][green][13520][normal]張魯和馬超聯手要和劉備交戰時，奉中了諸葛亮離間計張魯命令去防守要地，使馬超受到孤立。之後，曹操軍開始侵攻漢中時前去陽平關迎擊，但敗給了夏侯淵和張郃。在漢中即將淪陷之際，向兄長進言應該要火燒漢中來焦土作戰。在巴中和許褚交戰時被斬殺。[n][green][13512][normal]曹操在侵攻漢中時，因為不認同張魯的投降主張而在陽平關迎擊。因為野生的鹿破壞了自軍陣營而驚愕之際，被曹操軍的高祚等人攻入，因此投降。
222	閻圃		5	31	31	35	27	80	7	7	19	22	28	28	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	張魯的幕僚。[n][green][13520][normal]向張魯進言奪取蜀漢自立為王。在劉璋遭受劉備進攻之時，勸諫張魯答應劉璋的援軍要求。漢中受到曹操攻擊時和龐德抗戰，制止了受賄而欲屈於曹操軍的楊松。但最後卻未能阻止聽從楊松提案的張魯而敗北。遂同張魯降於曹操。[n][green][13512][normal]曹丕即位後爵位跟領地受增，但卻在約十年後病死。
223	冷苞		5	942	942	66	64	23	14	13	3	34	12	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	642	劉璋之武將。[n][green][13520][normal]警戒著為了防禦張魯招攬而至之劉備。當魏延佯裝劍舞企圖殺害劉璋之時，挺身成為劍舞對手予以阻撓。於劉璋與劉備之關係告決裂後，即與張任、劉璝、鄧賢共同進行防守雒城。戰爭之初與鄧賢共同挑戰劉備軍，卻為魏延所虜。此時詐降回到雒城。繼而企圖使涪江決堤以進行水攻，但於計劃實行前再次遭魏延所逮，此回則遭到處決。[n][green][13512][normal]與劉璝、張任、鄧賢共同於涪水關與劉備軍戰鬥。
224	雅丹		4	1007	1007	65	72	78	16	11	8	40	10	40	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	700	西羌丞相。[n][green][13520][normal]向徹里吉進言接受魏國曹真提出之援軍請求。和越吉元帥一同率十五萬羌兵前往西平關，但在諸葛亮陷阱之計下大敗，被馬岱捉住。被諸葛亮說服不受魏國勸誘，回到西羌。[n][green][13512][normal]無記述。
225	越吉		4	1005	1005	88	78	26	19	14	2	41	12	40	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	698	西羌元帥。[n][green][13520][normal]奉西羌國王徹里吉之命，率羌兵十五萬前去援助魏國曹真。越吉手持鐵鎚，腰掛寶雕弓於馬上奮勇作戰，與西羌軍的鐵車兵一起讓蜀軍吃到苦頭，但在雪原中了諸葛亮陷阱之計，被關興斬殺。[n][green][13512][normal]無記述。
226	軻比能		4	994	994	69	77	52	20	15	2	42	10	36	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	687	鮮卑之王。[n][green][13520][normal]劉備去世後，司馬懿向曹丕進言五路攻蜀的策略。曹丕贈軻比能金帛，拜託其發動十萬兵力攻擊西平關。軻比能攻向西平關，但一聽說關內守將為羌人害怕的「[wheat]神威天將軍[normal]」馬超，便不戰而逃。[n][green][13512][normal]曹操斬殺蹋頓平定幽州時，透過護烏丸校尉閻柔歸順朝廷。之後幽州刺史王雄派屬下勇士韓龍刺殺軻比能。
227	文聘	仲業	5	771	771	84	78	24	19	19	11	44	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	532	劉表之武將。後仕於曹操。[n][green][13520][normal]聽從企圖於宴席中暗殺劉備之蔡瑁指示，將擔任劉備護衛之趙雲與王威支開。於劉琮決心向曹操投降時，與欲將襄陽讓予劉備之魏延交戰。於曹操入城荊州之時，以未能保衛國家為恥而未出席，欲以此獲取曹操信任。爾後，參與長坂坡之戰、赤壁之戰等戰役。224年，曹丕進攻濡須，大敗於徐盛之時救出曹丕。[n][green][13512][normal]成為魏將後便長年駐紮於江夏，防禦蜀吳來襲。於尋口擊退關羽，並於石陽擊退孫權。
228	楊脩	德祖	1	819	819	29	28	85	6	5	21	21	30	29	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	567	東漢太尉楊彪之子。曹操的幕僚。[n][green][13520][normal]被禰衡評為唯一能和孔融並列的俊材。在劉璋手下張松激怒曹操要被殺的時候，出面幫他請命。是曹植的輔佐人，他幫曹植策劃了能討曹操歡心的模範解答集，曹操則因這件事而厭惡他。在與劉備的漢中攻防戰時，他擅自解釋曹操隨口說的一句「[wheat]雞肋[normal]」為撤退命令，並開始準備撤退，因而遭到斬首。[n][green][13512][normal]曹操從漢中撤退後遭到處刑。一說因為他是袁術姪兒，才會被曹操疏遠。
229	張紹		9	594	594	32	7	36	9	15	17	30	18	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	410	蜀國官僚。張飛次男。張苞之弟。[n][green][13520][normal]張飛死後，代替出征夷陵的兄長張苞守衛領地。之後任私署侍中、尚書僕射。263年，魏國鄧艾突破綿竹關，遵從劉禪的決定，與譙周、鄧良共同將玉璽交給鄧艾提出投降。蜀國滅亡後，與張峻一起巡迴國內諸郡，說服持續抵抗的軍民投降。隔年與譙周、樊建、郤正一同追隨劉禪移居洛陽。[n][green][13512][normal]因為兄長張苞早逝，繼承其爵位。蜀國投降後，並沒有跟劉禪一起前往洛陽。
230	黃權	公衡	5	251	251	45	72	84	10	17	19	34	24	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	164	劉璋的幕僚。[n][green][13520][normal]在劉璋欲招攬劉備抵禦張魯時，曾試圖阻止但未被接受。劉備準備入蜀之際，獻出向張魯要求援軍以抵禦劉備等策略。在劉璋向劉備投降之後拒絕仕官，後來在劉備親訪下才出仕。在夷陵之戰負責水軍，當劉備戰敗被吳軍包圍時，因為向吳投降愧對自己的良心，轉而向魏國投降。接到家人被劉備殺害的消息但並沒有聽信，而劉備也沒有對黃權問罪。[n][green][13512][normal]投降魏國後，歷任鎮南將軍、車騎將軍。
231	孫亮	子明	2	535	535	10	24	74	3	2	18	25	20	30	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	373	孫權七男（么子）。母親為潘氏。孫登、孫和、孫霸、孫休之弟。吳國第二任皇帝。妻子為全氏（全尚之女）。[n][green][13520][normal]孫和遭廢去皇太子之位後取代孫和成為皇太子。252年，孫權歿後，以10歲之齡即位為第二任皇帝。以聰明為人所知，不過政權掌握於諸葛恪、孫峻、孫綝等人手中。258年，因憎恨孫綝的暴政，與全紀、劉丞等人企圖討伐孫綝，但遭全紀之父全尚之妻（孫綝之堂姊）告密被發現計劃。被貶為會稽王。[n][green][13512][normal]260年，因遭謠傳孫亮意圖復位，故遭貶為侯官侯。於前往任地途中自盡。亦有遭毒殺一說。
232	闞澤	德潤	2	161	161	45	52	78	10	16	20	27	28	29	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	112	吳國幕僚。[n][green][13520][normal]孫策死後，被孫權招至其麾下。在赤壁之戰時，將黃蓋的假投降書送去給曹操，並用其善辯的口才瞞騙了曹操。返回後同甘寧謀騙曹操派來秘密偵查的蔡中和蔡和，使苦肉計成功。在孫權面臨劉備的關羽復仇戰，苦惱要選擇誰當防衛指揮官時，只推舉了陸遜一人。[n][green][13512][normal]孫權即位後，擔任尚書、中書令。後為太子太傅，負責教育孫和。著有吳國曆法「[wheat]乾象曆注[normal]」一書，被虞翻稱讚為「[wheat]現代的董仲舒[normal]」。
233	韓當	義公	2	164	164	60	59	42	16	16	12	40	20	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	115	仕官於孫堅、孫策、孫權的三代老臣。使用一柄大刀。[n][green][13520][normal]追隨孫堅參加董卓討伐戰。在孫堅死後仕官於孫策，在江東進軍戰時和嚴輿交戰。到孫權那一代時，在曹操意圖攻打江東之際，主張要抗戰。在周瑜的指揮下，在赤壁、南郡和曹操軍交戰。在劉備和孫權的關係惡化之際，隨同呂蒙一起攻略荊州並擊敗關羽。在迎擊為了替關羽復仇而發兵前來劉備時，和指揮官陸遜反目，但在得知陸遜計策之後，便對他心服。[n][green][13512][normal]弓術、馬術都十分優秀，很得將兵的心。韓當死後，其子韓綜降魏，而被諸葛恪給斬殺。
234	丁奉	承淵	2	662	662	75	70	65	20	16	14	40	0	13	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	461	吳國武將。丁封之兄。[n][green][13520][normal]孫策歿後受孫權招攬。參與赤壁之戰、南郡攻略戰、關羽討伐戰、夷陵之戰等戰役。223年曹丕進攻吳國時，援護施偽城計做迎擊之徐盛，射中魏之張遼腰際。252年，魏軍趁孫權之死而進攻時，於東興擊退胡遵。258年受孫休密令誅殺孫綝。263年，魏國發起蜀國討伐戰時，應允諸葛瞻之請求前往救援。[n][green][13512][normal]於甘寧、陸遜、潘璋等人指揮下表現傑出。於演義中為較同僚徐盛年輕之世代。高昇至大將軍。
235	張允		5	552	552	59	50	60	14	14	15	39	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	383	劉表之武將。後仕於曹操。[n][green][13520][normal]劉表歿後，參與欲使劉琮成為繼承者之蔡瑁一派之計劃。決定向曹操投降後，與蔡瑁共同成為投降使者，二者皆奉曹操之命指揮水軍。雖於赤壁之戰初期戰敗於吳國水軍但受饒恕，更加強化水軍之實力。警覺敵方日漸強大之周瑜，故意散播同蔡瑁二人與吳國通敵偽報，致使二人遭盛怒之曹操斬首。[n][green][13512][normal]因掛念重病之劉表而向劉琦請求面會時，與蔡瑁一同遭到驅趕。並無向曹操投降後之記述。
236	楊松		5	821	821	45	26	57	5	4	14	20	22	28	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	569	張魯之幕僚。[n][green][13520][normal]楊柏之兄。劉璋提議若與劉備對戰即讓出20個州予張魯時，建議張魯允諾此要求。但自己收受自劉備使者孫乾所贈之金銀財寶後，通報前往劉璋處之援軍馬超倒戈，致使馬超及張魯決裂。曹操進攻漢中，龐德進行防守戰之時，亦因收受曹操軍賄賂，故意處處阻撓龐德。最後因欺騙張魯將其交付曹操軍，貪求自身安泰之故，為曹操所殺。[n][green][13512][normal]無記述。
237	步兵队		9	1074	1074	40	50	30	16	12	7	30	8	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1004	0
238	步兵队		9	1074	1074	40	50	30	16	12	7	30	8	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1004	0
239	步兵队		9	1074	1074	40	50	30	16	12	7	30	8	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1004	0
240	步兵队		9	1074	1074	40	50	30	16	12	7	30	8	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1004	0
241	步兵队		9	1074	1074	40	50	30	16	12	7	30	8	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1004	0
242	步兵队		9	1074	1074	40	50	30	16	12	7	30	8	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1004	0
243	步兵队		9	1074	1074	40	50	30	16	12	7	30	8	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1004	0
244	步兵队		9	1074	1074	40	50	30	16	12	7	30	8	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1004	0
245	步兵队		9	1074	1074	40	50	30	16	12	7	30	8	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1004	0
246	步兵队		9	1074	1074	40	50	30	16	12	7	30	8	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1004	0
247	步兵队		9	1074	1074	40	50	30	16	12	7	30	8	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1004	0
248	步兵队		9	1074	1074	40	50	30	16	12	7	30	8	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1004	0
249	弓兵队		9	1073	1073	40	30	50	16	6	6	27	8	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1054	0
250	弓兵队		9	1073	1073	40	30	50	16	7	6	27	8	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1054	0
251	弓兵队		9	1073	1073	40	30	50	16	7	6	27	8	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1054	0
252	弓兵队		9	1073	1073	40	30	50	16	7	6	27	8	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1054	0
253	弓兵队		9	1073	1073	40	30	50	16	7	6	27	8	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1054	0
254	弓兵队		9	1073	1073	40	30	50	16	7	6	27	8	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1054	0
255	弓兵队		9	1073	1073	40	30	50	16	7	6	27	8	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1054	0
256	弓兵队		9	1073	1073	40	30	50	16	7	6	27	8	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1054	0
257	弓兵队		9	1073	1073	40	30	50	16	7	6	27	8	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1054	0
258	弓兵队		9	1073	1073	40	30	50	16	7	6	27	8	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1054	0
259	弓兵队		9	1073	1073	40	30	50	16	7	6	27	8	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1054	0
260	弓兵队		9	1073	1073	40	30	50	16	7	6	27	8	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1054	0
261	骑兵队		9	1072	1072	50	40	30	20	12	10	36	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1104	0
262	骑兵队		9	1072	1072	50	40	30	20	12	10	36	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1104	0
263	骑兵队		9	1072	1072	50	40	30	20	12	10	36	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1104	0
264	骑兵队		9	1072	1072	50	40	30	20	12	9	36	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1104	0
265	骑兵队		9	1072	1072	50	40	30	20	12	9	36	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1104	0
266	骑兵队		9	1072	1072	50	40	30	20	12	9	36	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1104	0
267	骑兵队		9	1072	1072	50	40	30	20	12	9	36	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1104	0
268	骑兵队		9	1072	1072	50	40	30	20	12	9	36	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1104	0
269	骑兵队		9	1072	1072	50	40	30	20	12	9	36	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1104	0
270	骑兵队		9	1072	1072	50	40	30	20	12	9	36	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1104	0
271	骑兵队		9	1072	1072	50	40	30	20	12	9	36	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1104	0
272	骑兵队		9	1072	1072	50	40	30	20	12	9	36	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1104	0
273	战车队		9	#N/A	#N/A	60	50	10	21	9	8	36	8	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
274	战车队		9	#N/A	#N/A	60	50	10	21	9	8	36	8	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
275	战车队		9	#N/A	#N/A	60	50	10	21	9	8	36	8	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
276	战车队		9	#N/A	#N/A	60	50	10	21	9	8	36	8	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
277	战车队		9	#N/A	#N/A	60	50	10	21	9	8	36	8	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
278	战车队		9	#N/A	#N/A	60	50	10	21	9	8	36	8	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
279	战车队		9	#N/A	#N/A	60	50	10	21	9	8	36	8	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
280	战车队		9	#N/A	#N/A	60	50	10	21	9	8	36	8	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
281	战车队		9	#N/A	#N/A	60	50	10	21	9	8	36	8	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
282	战车队		9	#N/A	#N/A	60	50	10	21	9	8	36	8	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
283	战车队		9	#N/A	#N/A	60	50	10	21	9	8	36	8	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
284	战车队		9	#N/A	#N/A	60	50	10	21	9	8	36	8	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
285	弓骑兵		9	#N/A	#N/A	45	35	40	19	11	11	30	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
286	弓骑兵		9	#N/A	#N/A	45	35	40	19	11	11	30	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
287	弓骑兵		9	#N/A	#N/A	45	35	40	19	11	11	30	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
288	弓骑兵		9	#N/A	#N/A	45	35	40	19	11	11	30	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
289	弓骑兵		9	#N/A	#N/A	45	35	40	19	11	11	30	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
290	弓骑兵		9	#N/A	#N/A	45	35	40	19	11	11	30	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
291	弓骑兵		9	#N/A	#N/A	45	35	40	19	11	11	30	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
292	弓骑兵		9	#N/A	#N/A	45	35	40	19	11	11	30	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
293	弓骑兵		9	#N/A	#N/A	45	35	40	19	11	11	30	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
294	弓骑兵		9	#N/A	#N/A	45	35	40	19	11	11	30	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
295	弓骑兵		9	#N/A	#N/A	45	35	40	19	11	11	30	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
296	弓骑兵		9	#N/A	#N/A	45	35	40	19	11	11	30	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
297	賊		9	1088	1088	50	30	40	22	12	3	36	8	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	822	0
298	賊		9	1088	1088	50	30	40	22	12	3	36	8	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	822	0
299	賊		9	1088	1088	50	30	40	22	12	3	36	8	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	822	0
300	賊		9	1088	1088	50	30	40	22	12	3	36	8	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	822	0
301	賊		9	1088	1088	50	30	40	22	12	3	36	8	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	822	0
302	賊		9	1088	1088	50	30	40	22	12	3	36	8	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	822	0
303	賊		9	1088	1088	50	30	40	22	12	3	36	8	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	822	0
304	賊		9	1088	1088	50	30	40	22	12	3	36	8	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	822	0
305	賊		9	1088	1088	50	30	40	22	12	3	36	8	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	822	0
306	賊		9	1088	1088	50	30	40	22	12	3	36	8	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	822	0
307	賊		9	1088	1088	50	30	40	22	12	3	36	8	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	822	0
308	賊		9	1088	1088	50	30	40	22	12	3	36	8	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	822	0
309	武术家		9	1095	1095	50	60	10	24	13	9	36	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1204	0
310	武术家		9	1095	1095	50	60	10	24	13	9	36	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1204	0
311	武术家		9	1095	1095	50	60	10	24	13	9	36	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1204	0
312	武术家		9	1095	1095	50	60	10	24	13	9	36	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1204	0
313	武术家		9	1095	1095	50	60	10	24	13	9	36	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1204	0
314	武术家		9	1095	1095	50	60	10	24	13	9	36	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1204	0
315	武术家		9	1095	1095	50	60	10	24	13	9	36	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1204	0
316	武术家		9	1095	1095	50	60	10	24	13	9	36	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1204	0
317	武术家		9	1095	1095	50	60	10	24	13	9	36	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1204	0
318	武术家		9	1095	1095	50	60	10	24	13	9	36	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1204	0
319	武术家		9	1095	1095	50	60	10	24	13	9	36	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1204	0
320	武术家		9	1095	1095	50	60	10	24	13	9	36	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1204	0
321	虎兵团		9	#N/A	#N/A	70	40	10	23	16	5	36	12	26	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
322	虎兵团		9	#N/A	#N/A	70	40	10	23	16	5	36	12	26	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
323	虎兵团		9	#N/A	#N/A	70	40	10	23	16	5	36	12	26	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
324	虎兵团		9	#N/A	#N/A	70	40	10	23	16	5	36	12	26	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
325	虎兵团		9	#N/A	#N/A	70	40	10	23	16	5	36	12	26	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
326	虎兵团		9	#N/A	#N/A	70	40	10	23	16	5	36	12	26	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
327	虎兵团		9	#N/A	#N/A	70	40	10	23	16	5	36	12	26	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
328	虎兵团		9	#N/A	#N/A	70	40	10	23	16	5	36	12	26	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
329	虎兵团		9	#N/A	#N/A	70	40	10	23	16	5	36	12	26	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
